     -0.00347332     -0.03971513      0.02998769      0.01523202      0.19235668      0.07129054     -0.03723274      0.40822476     -0.82242014     -0.23503003      0.23496531     -0.01765684     -0.00257433     -0.00413435      0.00200471
     -0.00457669     -0.10318521     -0.00187483     -0.00520100      0.70001274      0.38388528      0.55167866     -0.19689043      0.08241891      0.02528054      0.03685162      0.00016854      0.00284840      0.00147711      0.00014649
     -0.02088329     -0.00763127     -0.04874805      0.06824740     -0.65911414      0.21172255      0.66370097     -0.11751841     -0.14610987     -0.12589611      0.14723488     -0.00459628      0.00007427      0.00216256      0.00151403
      0.01578380     -0.19328606     -0.01138204     -0.74383493     -0.09190172      0.06542506      0.03513951     -0.06892455     -0.25956777      0.49108891     -0.22862154     -0.13297068     -0.06951900      0.08313771     -0.00470608
      0.11437912      0.14528809      0.01099690      0.57883547      0.01802871     -0.11959780      0.06901816     -0.17832023     -0.34372385      0.62801788     -0.24597094     -0.02132352      0.06621761     -0.00668315     -0.03884206
      0.16092752     -0.04473796      0.04186138     -0.17073615      0.13671706     -0.81314925      0.34733028     -0.12618122     -0.06885206     -0.08739248      0.09653504      0.24896608     -0.04265232     -0.19059336     -0.05392711
      0.01770616      0.77408478     -0.09204495     -0.18023425      0.05694508      0.02130307      0.16030354      0.15020458     -0.04737883     -0.21154591     -0.50999648      0.02089701     -0.00570859      0.00188678     -0.00130697
     -0.01098229      0.55474335     -0.09793419     -0.16449588      0.03402553      0.03096404     -0.07317759     -0.11371351      0.04293099      0.31594339      0.72993830     -0.02403872      0.00414494     -0.00322241      0.00288739
     -0.01910679      0.06354291      0.03485616     -0.05180536      0.00584902      0.07602307     -0.28005670     -0.83094698     -0.31076507     -0.34319204     -0.04934475      0.01170233     -0.00618659      0.00361872      0.00109871
     -0.11410133     -0.07607477     -0.60180111      0.02462231     -0.01599448      0.15939790     -0.09517192      0.01025286     -0.03876419      0.07405854     -0.04772314      0.43313509     -0.40211785     -0.45288887     -0.14113267
     -0.23711333      0.04311802      0.47184365     -0.08039038     -0.05069865      0.16810392     -0.03721450      0.03238981     -0.01507067      0.10219428     -0.01588186      0.68669791      0.31037497     -0.00964653     -0.31725863
     -0.12064132     -0.02722800     -0.30123838      0.05565972      0.03757576     -0.12775418      0.03035810     -0.01426918     -0.01483469     -0.02496307      0.02032877      0.22166247     -0.21577162      0.85245310     -0.21995233
      0.52561372     -0.07241439     -0.38797889     -0.06642181     -0.01631916      0.09374576     -0.05492018      0.00740123     -0.00622736     -0.01728687      0.00214911      0.30587939      0.58494392      0.10717064      0.32229170
      0.13433925      0.04647829      0.32485561      0.02765563     -0.02301907      0.07676274     -0.00963715      0.00983647     -0.00489524      0.05881410      0.00151426      0.34134309     -0.49381338      0.11494587      0.69987145
     -0.76248890     -0.02169238     -0.20936886      0.00456550      0.04022582     -0.17625805      0.05631621     -0.02883241     -0.05046460      0.04896560     -0.03708758      0.00490067      0.31346530     -0.00953224      0.48259812
