 1032.000168 cm^{-1} ... 1 
  128.526083 cm^{-1} ... 1 
   93.013721 cm^{-1} ... 1 
   51.971731 cm^{-1} ... 1 
  113.521357 cm^{-1} ... 0 
  142.378628 cm^{-1} ... 0 
  201.780150 cm^{-1} ... 0 
  205.610684 cm^{-1} ... 0 
  230.459806 cm^{-1} ... 0 
  256.547357 cm^{-1} ... 0 
  281.992691 cm^{-1} ... 0 
  313.959604 cm^{-1} ... 0 
  357.248933 cm^{-1} ... 0 
  384.170582 cm^{-1} ... 0 
  417.995280 cm^{-1} ... 0 
  440.863464 cm^{-1} ... 0 
  551.090272 cm^{-1} ... 0 
  615.706854 cm^{-1} ... 0 
  680.869818 cm^{-1} ... 0 
  813.589679 cm^{-1} ... 0 
  849.099012 cm^{-1} ... 0 
  889.331544 cm^{-1} ... 0 
  957.797152 cm^{-1} ... 0 
 1032.833526 cm^{-1} ... 0 
 1116.038100 cm^{-1} ... 0 
 1134.791703 cm^{-1} ... 0 
 1184.946023 cm^{-1} ... 0 
 1288.842672 cm^{-1} ... 0 
 1346.809136 cm^{-1} ... 0 
 1374.400209 cm^{-1} ... 0 
 1410.533929 cm^{-1} ... 0 
 1439.408516 cm^{-1} ... 0 
 1450.506867 cm^{-1} ... 0 
 1467.750645 cm^{-1} ... 0 
 1822.554101 cm^{-1} ... 0 
 2900.512385 cm^{-1} ... 0 
 2923.507408 cm^{-1} ... 0 
 2926.687057 cm^{-1} ... 0 
 2944.366832 cm^{-1} ... 0 
 2988.587509 cm^{-1} ... 0 
 3016.531495 cm^{-1} ... 0 
 3018.349880 cm^{-1} ... 0 
