  134.457867 cm^{-1} ... 1 
   63.123339 cm^{-1} ... 1 
   45.273010 cm^{-1} ... 0 
   83.914181 cm^{-1} ... 0 
  107.839763 cm^{-1} ... 0 
  154.264668 cm^{-1} ... 0 
  185.992298 cm^{-1} ... 0 
  221.965441 cm^{-1} ... 0 
  255.444870 cm^{-1} ... 0 
  277.931843 cm^{-1} ... 0 
  297.088763 cm^{-1} ... 0 
  352.047249 cm^{-1} ... 0 
  371.173350 cm^{-1} ... 0 
  420.842740 cm^{-1} ... 0 
  451.047724 cm^{-1} ... 0 
  539.242435 cm^{-1} ... 0 
  613.888021 cm^{-1} ... 0 
  726.143357 cm^{-1} ... 0 
  763.703643 cm^{-1} ... 0 
  865.960440 cm^{-1} ... 0 
  881.964357 cm^{-1} ... 0 
  905.376813 cm^{-1} ... 0 
 1048.831005 cm^{-1} ... 0 
 1145.947195 cm^{-1} ... 0 
 1184.223315 cm^{-1} ... 0 
 1244.142008 cm^{-1} ... 0 
 1279.174266 cm^{-1} ... 0 
 1356.209840 cm^{-1} ... 0 
 1375.440632 cm^{-1} ... 0 
 1430.561817 cm^{-1} ... 0 
 1437.459742 cm^{-1} ... 0 
 1443.819948 cm^{-1} ... 0 
 1455.189532 cm^{-1} ... 0 
 1458.063181 cm^{-1} ... 0 
 2900.719326 cm^{-1} ... 0 
 2943.091444 cm^{-1} ... 0 
 2949.447408 cm^{-1} ... 0 
 2963.059599 cm^{-1} ... 0 
 3022.773662 cm^{-1} ... 0 
 3023.137486 cm^{-1} ... 0 
 3027.604261 cm^{-1} ... 0 
 3075.561573 cm^{-1} ... 0 
