      0.00180107      0.00849755     -0.00188047     -0.00862041      0.00113173      0.00310647     -0.00286803      0.00103278      0.01078520      0.01743871     -0.00732496      0.00481202      0.03570768     -0.07555740     -0.21278802      0.29916632      0.02708500      0.01904877     -0.01334096     -0.39617822     -0.41325093      0.17119285     -0.63720831     -0.19131700     -0.23631756      0.01026446     -0.00979865     -0.02139561     -0.00155236     -0.00209721     -0.00007675     -0.00033042     -0.00215055     -0.00505508     -0.00202942      0.00060193     -0.00144870      0.00293281      0.00280178     -0.00309341     -0.00045281     -0.00257925      0.00204038      0.00208543      0.00048958     -0.00260961      0.00038544     -0.00192036     -0.00035005     -0.00305764     -0.00113377      0.00007028     -0.00024809      0.00082539      0.00077264      0.00018875      0.00010302     -0.00020538      0.00014363      0.00017768     -0.00028453     -0.00016588     -0.00024422     -0.00008689     -0.00038387      0.00081240     -0.00023878     -0.00003457     -0.00033993
      0.00445274     -0.00196849     -0.02123949     -0.07392522      0.00456002     -0.00589940     -0.00278262      0.02292593      0.01700648     -0.01944351      0.00856714      0.00403383      0.13956920     -0.93956206      0.23523235     -0.16971494     -0.03114560      0.01193990     -0.03722150     -0.01706537      0.02538367     -0.00313554     -0.02792349     -0.00136966     -0.04496861     -0.00284504      0.00134263     -0.00540809     -0.00143119      0.00025125      0.00230041     -0.00146983      0.00136841      0.00107874      0.00024572      0.00036088     -0.00091697      0.00156655     -0.00039778     -0.00073472     -0.00098321     -0.00046270     -0.00006547      0.00057082     -0.00001153     -0.00042022      0.00004960      0.00028555     -0.00111173      0.00273692      0.00098312      0.00020040      0.00074026     -0.00075266      0.00201817     -0.00011040     -0.00031913     -0.00038673     -0.00001477      0.00003606     -0.00018655     -0.00002443     -0.00005377     -0.00025682      0.00023381     -0.00051291      0.00003894     -0.00006773     -0.00004091
      0.00026145     -0.00368178      0.00703394      0.02121506     -0.00716917     -0.00595105      0.00830670      0.01359857     -0.01988499     -0.04172126      0.04445483      0.01148164     -0.07690868      0.26326754      0.52366858     -0.68577338     -0.09848980      0.02480625      0.01394109     -0.09583833     -0.10156362     -0.01912113     -0.32504693     -0.09427287     -0.17276816      0.00252512     -0.00355611     -0.01749094     -0.00342344     -0.00152623     -0.00077100     -0.00245355      0.00142583      0.00087526      0.00022895     -0.00084699      0.00023619      0.00008315      0.00285412     -0.00027176     -0.00093360      0.00107123     -0.00110988      0.00078875      0.00163291     -0.00004625      0.00155604     -0.00185862      0.00082891      0.00367442     -0.00023914      0.00100243      0.00122255     -0.00073850     -0.00065496      0.00002100      0.00012189     -0.00020182     -0.00010345     -0.00088567      0.00013636      0.00027848      0.00051554      0.00015342      0.00186221     -0.00182409     -0.00012758     -0.00005798     -0.00046052
      0.00134621     -0.00841240     -0.10926723     -0.34068924      0.01656332      0.01531886     -0.02981553     -0.63489664     -0.29223950      0.02521519      0.00625043      0.00411472     -0.02774742      0.03684582      0.06227443     -0.00772039     -0.00424800      0.12348469     -0.36925715     -0.34410350      0.07538253      0.08184608      0.11518860      0.05476971      0.07484228      0.00164192     -0.00105434      0.24465266      0.00463627      0.00015323     -0.00363279     -0.00391085      0.00143521      0.00223948      0.00198035     -0.00078324      0.00048784     -0.00149874     -0.00054218      0.00054541      0.00016120      0.00095010     -0.00023192     -0.00086335     -0.00095034      0.00012304      0.00015815     -0.00001831     -0.00221409     -0.00020352      0.00025214      0.00009370     -0.00020535      0.00028899     -0.00063887     -0.00027477      0.00037869      0.00020464     -0.00003908     -0.00010202      0.00008290     -0.00007123      0.00003085      0.00020439     -0.00001285      0.00008056      0.00002070      0.00002638      0.10516111
     -0.00194681      0.01394068      0.07357806      0.21749302     -0.01663432     -0.01251794      0.01679171      0.40274082      0.20211815     -0.03328444     -0.02106387     -0.02175969      0.02673226     -0.00426626     -0.32181707     -0.30370595      0.00437064      0.12167441     -0.45770489     -0.37270817      0.12418288      0.14831076      0.04831864      0.29064866      0.08157939      0.00082776     -0.00235344      0.16360226      0.00043860      0.00084424      0.00038832     -0.00287116      0.00137988      0.00207403      0.00140428     -0.00012880      0.00106010     -0.00123249     -0.00184052      0.00032060     -0.00052812     -0.00007967     -0.00026486     -0.00067228      0.00127400      0.00099320     -0.00017011      0.00138806      0.00084324     -0.00018590      0.00012840      0.00024483     -0.00000557     -0.00038145      0.00047861     -0.00009382     -0.00025688     -0.00014358     -0.00002804      0.00004990      0.00001269     -0.00004305     -0.00002156     -0.00017994     -0.00001807      0.00001719      0.00004643     -0.00000041      0.15440568
      0.00399600      0.02223418     -0.02479552     -0.12279244     -0.00006502     -0.00200000     -0.02104939     -0.28034043     -0.05619847     -0.03370791     -0.04140195     -0.03774590      0.08964102     -0.06331699     -0.66152225     -0.51516237      0.02453165     -0.11512053      0.14824894      0.19478236     -0.02221428      0.00244412     -0.04468381     -0.15277621     -0.05817106     -0.00095944      0.00065957     -0.23296043     -0.00298020     -0.00039018      0.00411215      0.01027709     -0.00620357     -0.00545602     -0.00714586      0.00368480     -0.00303607      0.00753661      0.00125012      0.00012886      0.00127824     -0.00108179     -0.00019714      0.00001243      0.00203346      0.00009730     -0.00003418      0.00081056      0.00681573     -0.00049128     -0.00049513     -0.00017526      0.00021575      0.00015958     -0.00007528      0.00178771     -0.00101891      0.00039850      0.00002227     -0.00012814      0.00003627      0.00012546     -0.00000962     -0.00096087     -0.00002336      0.00005064     -0.00008607     -0.00004435      0.15690807
      0.01392789      0.08513853      0.27200556      0.72980535     -0.04807793     -0.01608102      0.00200570     -0.35651680     -0.15778175      0.01532475     -0.00144717     -0.00222219      0.01042179     -0.08083409      0.03226364     -0.01264660     -0.00692205     -0.00218565     -0.01677620      0.03660059     -0.03182609      0.02308576     -0.15267358     -0.08210753      0.43505991     -0.00558926      0.01074321      0.02083575      0.00905563      0.00092908     -0.00647643      0.00238793     -0.00370099      0.00127449     -0.00096027      0.00144540      0.00021639      0.00037163     -0.00267075      0.00135382      0.00018829      0.00116235     -0.00060882     -0.00161158      0.00043078      0.00108149     -0.00044386      0.00153568      0.00042577     -0.00045053      0.00016523     -0.00016196     -0.00000893      0.00010665     -0.00002685      0.00004851     -0.00032309      0.00021612     -0.00006982     -0.00002543      0.00005472     -0.00006763      0.00001261     -0.00051290     -0.00010928      0.00003589      0.00011466      0.00000371      0.00028972
      0.00652349      0.04345191      0.14361830      0.38896827     -0.02527658     -0.00964720      0.00084948     -0.20299538     -0.08685915      0.01018008     -0.00397645     -0.00347742     -0.00360818     -0.01985784     -0.01505025      0.05190090      0.00841365      0.01215097      0.01720801     -0.09345057      0.09510066     -0.05339597      0.26595163      0.14668363     -0.81039206      0.01165794     -0.01831303     -0.04617678     -0.01535280     -0.00102182      0.01096623     -0.00316129      0.00557588     -0.00320003     -0.00040141     -0.00095810     -0.00204528      0.00132103      0.00522052     -0.00294389     -0.00092038     -0.00203924      0.00096600      0.00201860     -0.00043442     -0.00185561      0.00105094     -0.00185898     -0.00202779      0.00089320      0.00001110      0.00004813      0.00041012     -0.00011279      0.00016556      0.00037262      0.00019839     -0.00020896      0.00013097      0.00011243     -0.00008666      0.00011728     -0.00002882      0.00008937      0.00006455     -0.00005923     -0.00007321     -0.00003095     -0.00069386
     -0.00004671      0.00162824     -0.00405424     -0.01366184      0.00412099      0.00966925      0.00101189      0.01139375     -0.00606444      0.01648407      0.01896865      0.02143792      0.01759158      0.02388665     -0.02421009      0.12607095     -0.01119108     -0.03812004     -0.32483587      0.23419719      0.72959773     -0.09906705     -0.45720768     -0.22189181     -0.13358824      0.00407520      0.00266277     -0.02092653      0.00804191     -0.00450602     -0.01326760      0.00197325     -0.01013145     -0.00336074     -0.00341074      0.00126144      0.00157968      0.00218781     -0.00006905     -0.00055885     -0.00083988     -0.00079574      0.00076373      0.00185204     -0.00058094     -0.00151604      0.00060837     -0.00121402     -0.00005921     -0.00023796     -0.00058356     -0.00033264      0.00025021      0.00007991     -0.00027320      0.00026627      0.00007184     -0.00023844      0.00008939      0.00004800     -0.00006090      0.00013258     -0.00002541      0.00019253      0.00011049     -0.00006668     -0.00011573      0.00001136     -0.00040903
     -0.00060929     -0.00112940     -0.02088263     -0.06796143      0.00299150     -0.00005204     -0.00622099     -0.12400117     -0.04813693     -0.00252840     -0.00717096     -0.00790773     -0.01321636      0.01054535      0.00745204      0.00223591      0.00492609      0.04088753     -0.05401715     -0.05906937      0.07005920      0.05813607     -0.19003983      0.60673338      0.09228924     -0.01186157      0.00852776     -0.60728034     -0.00424714      0.00217454      0.00467961      0.01734081     -0.01094886     -0.00360234     -0.00837528      0.00533859     -0.00080012      0.00808087     -0.00404471      0.00265444      0.00137601     -0.00039297     -0.00054111     -0.00005224      0.00441741      0.00161333     -0.00113355      0.00290908      0.01439965     -0.00112182     -0.00060809      0.00006118     -0.00021163     -0.00005011     -0.00039556      0.00134902     -0.00160268      0.00024443     -0.00000411      0.00001330     -0.00005188      0.00007703     -0.00003373     -0.00130660     -0.00003060      0.00008307     -0.00012568     -0.00004134     -0.42150681
