   83.639688 cm^{-1} ... 1 
   66.852315 cm^{-1} ... 1 
   22.553600 cm^{-1} ... 1 
   47.457710 cm^{-1} ... 0 
   68.643133 cm^{-1} ... 0 
   78.984491 cm^{-1} ... 0 
  106.029303 cm^{-1} ... 0 
  133.717633 cm^{-1} ... 0 
  188.480531 cm^{-1} ... 0 
  195.795641 cm^{-1} ... 0 
  213.097348 cm^{-1} ... 0 
  229.491511 cm^{-1} ... 0 
  243.029223 cm^{-1} ... 0 
  281.931798 cm^{-1} ... 0 
  312.277775 cm^{-1} ... 0 
  363.012127 cm^{-1} ... 0 
  379.105730 cm^{-1} ... 0 
  381.705416 cm^{-1} ... 0 
  412.947694 cm^{-1} ... 0 
  435.657390 cm^{-1} ... 0 
  533.783137 cm^{-1} ... 0 
  572.779629 cm^{-1} ... 0 
  573.888196 cm^{-1} ... 0 
  675.091160 cm^{-1} ... 0 
  696.120500 cm^{-1} ... 0 
  748.949137 cm^{-1} ... 0 
  855.532506 cm^{-1} ... 0 
  881.408664 cm^{-1} ... 0 
  903.994852 cm^{-1} ... 0 
  977.059168 cm^{-1} ... 0 
 1002.645132 cm^{-1} ... 0 
 1027.683985 cm^{-1} ... 0 
 1037.406636 cm^{-1} ... 0 
 1045.270794 cm^{-1} ... 0 
 1078.831564 cm^{-1} ... 0 
 1136.954148 cm^{-1} ... 0 
 1213.017005 cm^{-1} ... 0 
 1244.673527 cm^{-1} ... 0 
 1261.908265 cm^{-1} ... 0 
 1303.930261 cm^{-1} ... 0 
 1344.781881 cm^{-1} ... 0 
 1366.709911 cm^{-1} ... 0 
 1374.183538 cm^{-1} ... 0 
 1396.173441 cm^{-1} ... 0 
 1402.416614 cm^{-1} ... 0 
 1422.265204 cm^{-1} ... 0 
 1436.785202 cm^{-1} ... 0 
 1443.791158 cm^{-1} ... 0 
 1448.660543 cm^{-1} ... 0 
 1466.614840 cm^{-1} ... 0 
 1615.116019 cm^{-1} ... 0 
 2907.114031 cm^{-1} ... 0 
 2950.392265 cm^{-1} ... 0 
 2956.203770 cm^{-1} ... 0 
 2963.304119 cm^{-1} ... 0 
 2989.731235 cm^{-1} ... 0 
 2997.962037 cm^{-1} ... 0 
 3004.115561 cm^{-1} ... 0 
 3010.921971 cm^{-1} ... 0 
 3039.253934 cm^{-1} ... 0 
 3040.885860 cm^{-1} ... 0 
 3071.382759 cm^{-1} ... 0 
 3092.297027 cm^{-1} ... 0 
