      0.01219990     -0.01336693      0.00416320      0.00324737     -0.00730834      0.00779435      0.01138580     -0.00093720      0.00523836     -0.00302459      0.00823713      0.00533980      0.00746791     -0.01408200     -0.00840697      0.07093034      0.07548294      0.01182762      0.11318915      0.50680631      0.13177584     -0.04339397      0.01875835     -0.08917035      0.10845615      0.78113295      0.25559919     -0.04725912     -0.00650981     -0.01676134      0.01189135      0.00381124     -0.00247560      0.00326990     -0.00876156     -0.00874843     -0.00370359      0.00713796      0.00178725      0.01498366      0.01863503     -0.00259050      0.00215436     -0.00275482      0.00218364     -0.00102506     -0.00101687      0.00116737      0.00020362     -0.00323200     -0.00125892     -0.00127712     -0.00403788      0.00176428     -0.00043215      0.00114191      0.00104624     -0.00009199     -0.00131743      0.00238434     -0.00141523     -0.00005401      0.00034652     -0.00038791      0.00019349     -0.00005812      0.00020234     -0.00016831      0.00021043     -0.00007221      0.00043436     -0.00038821     -0.00007614     -0.00005015      0.00034889
     -0.00599372     -0.00834898      0.00299335     -0.00462935     -0.00712931      0.04623135      0.04527724     -0.01135261      0.02372630     -0.01498039      0.02143625      0.02892197      0.00433595     -0.08774482     -0.07994773      0.68334484      0.47308160      0.18887137     -0.24102578     -0.40311229      0.01252949     -0.03235281      0.05576344     -0.04111301      0.01938581      0.14728524      0.06229725     -0.01262699     -0.00138398     -0.00731094      0.00025052      0.00260379     -0.00124259     -0.00016444     -0.00200181     -0.00294757     -0.00114039      0.00396048      0.00049462      0.00167804      0.00286796     -0.00155557      0.00006580     -0.00082994     -0.00048657     -0.00052430     -0.00093334      0.00068054      0.00008063      0.00211268     -0.00125946     -0.00111856     -0.00212379      0.00136960      0.00088971     -0.00252122     -0.00094343      0.00109334      0.00371654      0.00304643      0.00055568     -0.00004081      0.00008311     -0.00013250     -0.00029034      0.00069157      0.00012463      0.00054021     -0.00122813      0.00103060     -0.00020599     -0.00017733      0.00009715     -0.00005326     -0.00004195
      0.00182662      0.04718220     -0.01408600     -0.00667247      0.03694831     -0.00278695     -0.01264049      0.04240486      0.01391656      0.00752148     -0.01689215      0.00503007     -0.02474551      0.04644233      0.05713328     -0.40893894     -0.18810720     -0.06211415     -0.07271585     -0.70954052     -0.08509765     -0.02358526      0.04467288     -0.08086038      0.03803160      0.45427525      0.21534347     -0.03377823     -0.00880467     -0.01706646      0.00515655      0.00279437     -0.00218842      0.00142236     -0.00445313     -0.00446126     -0.00337761      0.00478327      0.00026267      0.00863307      0.00932855      0.00026453      0.00128303     -0.00178214      0.00032428      0.00293794     -0.00140395     -0.00041471     -0.00163675     -0.00134040      0.00013992      0.00003584      0.00573837      0.00262265      0.00002421     -0.00166993     -0.00119989     -0.00015391      0.00054749      0.00079719     -0.00148087      0.00011678     -0.00015034     -0.00052062      0.00149965     -0.00169470     -0.00017496     -0.00158152      0.00254042      0.00238671     -0.00132956      0.00029889     -0.00011469      0.00034628      0.00035891
      0.00212910     -0.01609087     -0.03469853      0.02093020      0.13825250      0.18807083      0.33298883      0.12491330     -0.48253531     -0.39289950      0.15091520     -0.27175743      0.00087202      0.07429770     -0.03365299     -0.20200639      0.23806050      0.02230561      0.02861403     -0.03331836      0.34215381     -0.19076105      0.14130235      0.01245661     -0.02274888     -0.03521085     -0.05154764      0.00309586      0.01781556      0.20428793     -0.00900543     -0.00038094     -0.00041070      0.00181280     -0.00046836      0.00139197     -0.00053374     -0.00114437     -0.00015219     -0.00409155     -0.00495822     -0.00049357     -0.00240749      0.00101915     -0.00142462     -0.00054951     -0.00080323     -0.00164941     -0.00249715      0.00090181     -0.00099998     -0.00011044      0.00022147      0.00054248      0.00411354      0.00049872      0.00036122     -0.00050095     -0.00025688     -0.00394934     -0.00031817     -0.00014943     -0.00029452     -0.00076396     -0.00000549     -0.00001053     -0.00085590      0.00015384     -0.00013191      0.00000016     -0.00000830      0.00008193     -0.00055227     -0.00005241     -0.08053893
     -0.01747243      0.01586713      0.04117187     -0.02116253     -0.08895592     -0.12102285     -0.20795885     -0.06829106      0.25766625      0.20984307     -0.08501542      0.14587107     -0.00266771     -0.06566723      0.02308115     -0.03067528      0.01143557     -0.06474393      0.12759397     -0.09318291      0.64649974     -0.33927025      0.23253233     -0.29983901      0.07651945     -0.11127453     -0.05030942      0.00402605      0.01435754      0.15299184     -0.00742822     -0.00092740      0.00027529      0.00404759      0.00134137      0.00095159      0.00225273     -0.00126528     -0.00094546     -0.00712397     -0.00607059      0.00114372     -0.00104672      0.00006219     -0.00155100     -0.00189888     -0.00016547     -0.00048886      0.00114037      0.00041462      0.00103115      0.00057731     -0.00042127     -0.00028973     -0.00171460      0.00125840      0.00141482     -0.00381840      0.00327880      0.00116541      0.00134223     -0.00010857     -0.00024312     -0.00050746     -0.00001130      0.00002414     -0.00116348      0.00017919     -0.00014338     -0.00003996      0.00003503     -0.00016921      0.00231862      0.00000787     -0.17651195
     -0.02259052     -0.00940129      0.02519983      0.01817361      0.03094840      0.05675353      0.13595600      0.06623387     -0.09812192     -0.13474815      0.05761837     -0.21742458      0.00501881     -0.05595298     -0.08438925      0.47815426     -0.72599381     -0.16355569      0.03706801     -0.06585276      0.13222090     -0.06495835      0.06929910     -0.05626640     -0.01026495      0.01342081      0.03928754     -0.00239288     -0.01412905     -0.20110912      0.01157133     -0.00272897      0.00387496     -0.00028225      0.00349436      0.00296099      0.00316506     -0.00194767     -0.00038176     -0.00139458      0.00043810      0.00274308      0.00355523     -0.00164575      0.00119865     -0.00038530      0.00119635      0.00182304      0.00375148      0.00071779     -0.00023773     -0.00022613     -0.00072703     -0.00029233     -0.00232096      0.00024447      0.00000524      0.00013957     -0.00046120      0.00498327      0.00091378     -0.00004532      0.00012660     -0.00033922      0.00005807     -0.00007874     -0.00042919     -0.00007605      0.00012844     -0.00009432      0.00007052     -0.00016345      0.00089593      0.00007048     -0.14883162
     -0.00508330      0.05921330      0.16177061     -0.09324373     -0.24193979     -0.29568475     -0.53733987     -0.07442825     -0.29169422     -0.19832801      0.10726621     -0.18916013      0.01273234      0.08102373      0.03687786      0.02903799     -0.03794514      0.08419054     -0.11767923     -0.01491780     -0.01701829      0.03050261     -0.02794484     -0.11248813     -0.20816036      0.21465415     -0.45691192      0.04209864      0.01107072      0.03003736     -0.02001413     -0.00657591      0.00780060      0.00466767      0.01543871      0.01255739      0.00957983     -0.01357873     -0.00284531     -0.02323922     -0.02526014      0.00747991      0.00092587      0.00481853      0.00014649     -0.00067257     -0.00153822     -0.00201210      0.00179797      0.00285923      0.00074592      0.00064844     -0.00038637     -0.00015042     -0.00081114     -0.00049600      0.00004971     -0.00042053      0.00117895     -0.00110648      0.00365671      0.00004848     -0.00046617      0.00074006     -0.00008914      0.00009818      0.00009280      0.00020159     -0.00025881      0.00002954     -0.00001041      0.00001591      0.00028800     -0.00014500     -0.00015613
     -0.01610280      0.03906942      0.10965788     -0.06587525     -0.16243286     -0.19539636     -0.35675778     -0.04913622     -0.20664877     -0.14367384      0.07508986     -0.13585441      0.00832421      0.04287270      0.02293278      0.00290194      0.01880362      0.04669808     -0.06419706      0.02172252      0.00822625     -0.06042715      0.04263703      0.19670807      0.46484391     -0.25014660      0.59924281     -0.05617289     -0.01537404     -0.04109683      0.01862840      0.00897022     -0.01159162      0.00074939     -0.01736838     -0.02086870     -0.00924964      0.01947375      0.00399530      0.02454882      0.03059262     -0.00725835     -0.00051175     -0.00535183     -0.00081457      0.00000318      0.00063518      0.00107791     -0.00126143     -0.00020141     -0.00270528     -0.00140501      0.00023860     -0.00014206      0.00006311      0.00027241     -0.00011840      0.00050155     -0.00155245      0.01049297     -0.00060204     -0.00019012      0.00041858     -0.00065603      0.00015755     -0.00018681      0.00017036     -0.00034527      0.00041506      0.00001642     -0.00009063      0.00000564     -0.00030759      0.00015986      0.00058382
      0.06770516     -0.00364291      0.02325635     -0.01667780     -0.02989821     -0.03691874     -0.09687018      0.00907514     -0.03761805     -0.04193825      0.02953528     -0.03222513      0.00409013      0.01012780      0.00959528      0.01359742      0.08939497     -0.05076144      0.14234910      0.02407094     -0.02335341      0.06174932      0.07319374     -0.25146561     -0.76553460     -0.13439339      0.50532311     -0.06550361     -0.01603195     -0.04022870      0.04944457      0.01263006     -0.01507473     -0.02675448     -0.02746497     -0.00692943     -0.01901422      0.02088498      0.00450673      0.02812460      0.02310545     -0.00982551     -0.00526553     -0.00503297     -0.00470603     -0.00372522     -0.00069110     -0.00048035     -0.00309485     -0.00189354     -0.00228713     -0.00131435      0.00020031      0.00070039      0.00075797      0.00016529     -0.00047917      0.00004525     -0.00003001     -0.02271332     -0.01332674      0.00010671      0.00063361     -0.00080713      0.00031004     -0.00023144      0.00000967     -0.00040172      0.00057414      0.00023430     -0.00011384      0.00000084     -0.00016818      0.00017824      0.00031978
      0.05609410     -0.01408426     -0.12632332      0.06551999      0.06511223      0.02763541      0.05639366     -0.07986979      0.07982004      0.11786304     -0.03454978     -0.12166000      0.01909995      0.16591682      0.11087688     -0.09379344     -0.16662873      0.36741597     -0.61292832      0.15458605      0.06855905     -0.12090857      0.09107969     -0.07062344     -0.08245785     -0.02808461      0.03446202     -0.04748716     -0.01860492     -0.02127193      0.08573637      0.04636773     -0.05716470     -0.09659338     -0.07297994     -0.07399608     -0.04989918      0.15127953      0.03964754      0.08254773      0.10952019     -0.04293649     -0.07700460     -0.00654091     -0.12918397     -0.15324903     -0.10193756     -0.12500980     -0.06685924      0.23972539     -0.18035771     -0.04331466      0.01464552     -0.00585193     -0.01982634      0.00832459      0.00634712     -0.01700174      0.01193392     -0.12095015     -0.07011943      0.00041347      0.00027627      0.00102058     -0.00324844      0.00363959     -0.00006562      0.00368763     -0.00640923     -0.00263482      0.00250477     -0.00075232      0.00013888     -0.00031849      0.00014812
