      0.00235096     -0.00052659      0.06905949     -0.27988146     -0.01406061      0.00073415      0.15843900      0.19366473     -0.26149439      0.34797306      0.77174484     -0.26000096     -0.03425663     -0.01598020      0.00035200
     -0.01632995     -0.09882202     -0.03012020      0.56984992      0.48295430      0.62388348     -0.00835840      0.10762158     -0.09854191      0.07608710      0.10255410     -0.06430310     -0.00707998     -0.00124196      0.00001719
      0.00678163     -0.02025178     -0.16219155      0.41407240     -0.00975629     -0.39148499     -0.57835274     -0.42425399      0.04372982      0.14251518      0.27689627     -0.18592562     -0.02083578     -0.00675476      0.00054229
     -0.73381398      0.10073825      0.07325898      0.00391924      0.01054061     -0.09573240     -0.36873126      0.46617541     -0.11252173     -0.03596259     -0.03602536      0.05713921      0.23280960      0.00409267     -0.10341338
      0.62401071     -0.12988746      0.16879030      0.05129216     -0.14362924     -0.03306069     -0.40809230      0.52368186     -0.08601085      0.16672249     -0.12728411      0.05599172      0.15044653      0.00644206     -0.15135461
     -0.13048548     -0.10121095      0.71266429      0.32826835     -0.48237384      0.10227972      0.09280128     -0.11283512      0.00347668     -0.09648408      0.07809573     -0.03796215     -0.22358657      0.00346056     -0.16039204
      0.14207017      0.83708653      0.13383768      0.14956457      0.05495447     -0.02689776      0.02402016     -0.04284834     -0.08413623      0.06152689      0.14520082      0.44660306      0.03255780      0.01419657     -0.00031956
      0.06996797      0.43541987      0.08481320      0.07173172      0.08946803     -0.11816985      0.09022151      0.12782857     -0.08261163     -0.09353735     -0.28953703     -0.80179329     -0.06318017     -0.02136058      0.00070696
      0.00683877      0.20691308     -0.04457453     -0.21433118     -0.16160529      0.41591909     -0.28510912      0.05721164      0.74485877     -0.07801361      0.20250209     -0.15228197     -0.02122664     -0.00131807      0.00046675
      0.00260925      0.00321137     -0.45546539      0.45655507     -0.34130861     -0.21533969      0.35452599      0.41113167      0.20093996     -0.13796857      0.16128039      0.04323334     -0.09870264     -0.17168242      0.00109688
     -0.05171228      0.12948607     -0.40692912     -0.03625906     -0.54864408      0.41124851     -0.15061683     -0.12177088     -0.43238170      0.10712342     -0.13782517     -0.05667509     -0.09559155      0.27609539      0.00055922
      0.01525770     -0.03923836      0.03199435      0.09207604      0.09888391     -0.16121280      0.11661893      0.10486781      0.16091658     -0.05291963      0.07801853     -0.00938022      0.02417811      0.94493663     -0.00132424
     -0.12761564      0.00625772      0.06051840      0.00497736      0.04786160     -0.07603515     -0.05871647      0.17037708      0.14428900      0.55931144     -0.23344656      0.08843137     -0.60942885      0.01322260      0.41460272
      0.10107015     -0.02695127      0.06572283     -0.05501069      0.03214120      0.01035398     -0.23900502      0.13163278     -0.22539170     -0.62812078      0.19865605      0.03692320     -0.24720028      0.00801014      0.59898674
     -0.01556019     -0.01901877      0.13088811      0.14260456     -0.21282097      0.04169642      0.12911999     -0.06298153      0.07976802      0.23477413     -0.05143335     -0.07736931      0.64345819     -0.01095104      0.64030212
