  308.925496 cm^{-1} ... 1 
   99.103469 cm^{-1} ... 1 
   59.805082 cm^{-1} ... 1 
   41.409600 cm^{-1} ... 1 
   62.296859 cm^{-1} ... 0 
  120.941250 cm^{-1} ... 0 
  133.328131 cm^{-1} ... 0 
  155.536477 cm^{-1} ... 0 
  192.593433 cm^{-1} ... 0 
  206.049200 cm^{-1} ... 0 
  247.584245 cm^{-1} ... 0 
  275.326876 cm^{-1} ... 0 
  298.358757 cm^{-1} ... 0 
  309.361764 cm^{-1} ... 0 
  327.322527 cm^{-1} ... 0 
  350.942680 cm^{-1} ... 0 
  369.692379 cm^{-1} ... 0 
  397.373636 cm^{-1} ... 0 
  418.648973 cm^{-1} ... 0 
  439.088527 cm^{-1} ... 0 
  485.737280 cm^{-1} ... 0 
  487.120961 cm^{-1} ... 0 
  509.478428 cm^{-1} ... 0 
  523.890781 cm^{-1} ... 0 
  562.403939 cm^{-1} ... 0 
  660.921876 cm^{-1} ... 0 
  708.160773 cm^{-1} ... 0 
  748.807710 cm^{-1} ... 0 
  770.595047 cm^{-1} ... 0 
  794.210219 cm^{-1} ... 0 
  870.691623 cm^{-1} ... 0 
  877.759626 cm^{-1} ... 0 
  903.560629 cm^{-1} ... 0 
  999.808351 cm^{-1} ... 0 
 1005.306039 cm^{-1} ... 0 
 1028.471202 cm^{-1} ... 0 
 1042.392594 cm^{-1} ... 0 
 1066.570529 cm^{-1} ... 0 
 1084.724862 cm^{-1} ... 0 
 1127.488331 cm^{-1} ... 0 
 1200.135104 cm^{-1} ... 0 
 1236.300665 cm^{-1} ... 0 
 1276.107434 cm^{-1} ... 0 
 1284.189116 cm^{-1} ... 0 
 1305.836743 cm^{-1} ... 0 
 1342.274083 cm^{-1} ... 0 
 1357.677284 cm^{-1} ... 0 
 1365.385551 cm^{-1} ... 0 
 1421.915479 cm^{-1} ... 0 
 1430.311739 cm^{-1} ... 0 
 1434.321275 cm^{-1} ... 0 
 1447.879511 cm^{-1} ... 0 
 1452.482294 cm^{-1} ... 0 
 1454.698248 cm^{-1} ... 0 
 1539.479936 cm^{-1} ... 0 
 1649.516848 cm^{-1} ... 0 
 2914.321893 cm^{-1} ... 0 
 2923.835475 cm^{-1} ... 0 
 2946.467413 cm^{-1} ... 0 
 2964.732796 cm^{-1} ... 0 
 2981.438950 cm^{-1} ... 0 
 2999.185889 cm^{-1} ... 0 
 3006.005129 cm^{-1} ... 0 
 3014.978846 cm^{-1} ... 0 
 3019.532807 cm^{-1} ... 0 
 3031.203296 cm^{-1} ... 0 
 3039.724382 cm^{-1} ... 0 
 3054.848294 cm^{-1} ... 0 
 3752.988162 cm^{-1} ... 0 
