     -0.00131259      0.00284422     -0.00449026     -0.00559910      0.00018747     -0.00425877      0.00272160      0.00254112      0.01218307     -0.01830711     -0.00612774      0.42929868     -0.06189201     -0.03717248     -0.21251683     -0.81760482      0.24004703      0.19610873      0.00718932     -0.00317821     -0.00631139      0.00131803      0.00360313      0.00213747     -0.00036641     -0.00130673      0.00030583      0.00172424     -0.00265948      0.00156462      0.00211209     -0.00100930     -0.00265391      0.00164560     -0.00100855      0.00111180     -0.00029949      0.00044832     -0.00027082      0.00009035      0.00003869     -0.00053869
      0.00650309      0.00832606      0.01095394      0.01692419      0.00054075      0.01604146      0.00296354     -0.22717389      0.02965730      0.05130733     -0.88089191     -0.36316405      0.04394610      0.05156564     -0.03547769     -0.16743089      0.01267287      0.04556892      0.00822081     -0.00414752     -0.00124652     -0.00074949      0.00034653      0.00109270     -0.00247303      0.00305417      0.00144816     -0.00031917     -0.00067053     -0.00048398      0.00027965      0.00230069      0.00096478     -0.00045966     -0.00058369      0.00186237     -0.00065786      0.00037364     -0.00009993     -0.00020222     -0.00046085      0.00017857
      0.00075201      0.00021748      0.00923435      0.02165483     -0.00266905      0.02611708     -0.00388311      0.06613948     -0.03960693     -0.15157783      0.38619324     -0.80193453      0.09446364      0.01206231      0.01963956     -0.35937264      0.15060116      0.12680836      0.00802933     -0.00868353     -0.00177058     -0.00294323     -0.00110628      0.00082719     -0.00248880      0.00262570      0.00206516     -0.00372012      0.00075159     -0.00165574     -0.00094651     -0.00357864      0.00000442      0.00084069     -0.00158678      0.00249451     -0.00104752      0.00063415     -0.00012493     -0.00025599     -0.00022147      0.00069826
      0.00476818     -0.00003839     -0.01159703      0.00755413     -0.00372162     -0.00975368      0.00281754     -0.42252235     -0.01101636      0.52074468      0.20175419     -0.06087789      0.00477664      0.09876232     -0.02336225     -0.28256279     -0.58227267     -0.27567827     -0.01369245      0.00520641      0.00023799      0.00096093      0.00001813     -0.00142316      0.00266884      0.00031510      0.00000395      0.00031446      0.00115699      0.00056080     -0.00006915      0.00146175      0.00015049     -0.00029860      0.00096974     -0.00130735      0.00051238     -0.00048194      0.00024207      0.00012129      0.00020654     -0.00008532
     -0.00228089     -0.00094105      0.00589876     -0.00414330      0.00289859      0.00701076      0.00013571      0.40394703      0.00652423     -0.50468139     -0.13764533      0.03827297     -0.00566396     -0.10146856      0.28959088     -0.26589629     -0.57898858     -0.24744526     -0.01196511      0.00322646     -0.00333864      0.00343605      0.00315165     -0.00092948     -0.00034801     -0.00293251     -0.00161488      0.00219491      0.00062275      0.00079427      0.00083047      0.00018361      0.00038847      0.00018319      0.00039362     -0.00018216      0.00012424     -0.00006082     -0.00016498      0.00000498     -0.00001342     -0.00013120
      0.00036393      0.00109441      0.00347270     -0.00064680     -0.00269941     -0.00655149      0.00197086     -0.17948182     -0.00254617      0.19728685      0.00032596      0.02997805     -0.02025624     -0.63458439      0.69645661     -0.06897235      0.14637456      0.11612079      0.00330971     -0.00475206     -0.00144093      0.00152966      0.00193586      0.00143400     -0.00107479     -0.00089396     -0.00128855      0.00114291     -0.00040509     -0.00117563      0.00061680     -0.00318876     -0.00118569      0.00001701     -0.00114543      0.00092886     -0.00042205      0.00036976     -0.00028512     -0.00020778     -0.00000474     -0.00001466
     -0.00660117     -0.01204900     -0.00828060     -0.00982845      0.00329905      0.00392365     -0.00418721      0.61512343      0.00905402      0.49751518     -0.10051121     -0.11502356      0.01123480     -0.30658225     -0.22424620     -0.05222936      0.15805824     -0.42159002     -0.02009939      0.00503656      0.00027052      0.00054852      0.00021933     -0.00097723      0.00122481     -0.00060607     -0.00046053      0.00052696      0.00042447      0.00052114     -0.00007146      0.00045023     -0.00008896     -0.00048505      0.00062695     -0.00089515      0.00035287     -0.00028908      0.00010924      0.00007917      0.00022138     -0.00009889
     -0.00538446     -0.00758402     -0.00140575     -0.00696007      0.00411699      0.00524358     -0.00471581      0.35986650      0.00675875      0.31054255     -0.03885071     -0.02768657      0.00046017     -0.00820417     -0.04243916      0.06291150     -0.39481776      0.77970742      0.04202845     -0.00970877     -0.00118213      0.00010573      0.00056730      0.00144434     -0.00315186      0.00084723     -0.00000085     -0.00058817     -0.00073294     -0.00081022     -0.00010397     -0.00094706      0.00066507      0.00028324     -0.00119091      0.00164653     -0.00068382      0.00049559     -0.00018891     -0.00014795     -0.00013013      0.00014974
     -0.00290986     -0.00448444     -0.00423021     -0.00706583     -0.00128880     -0.00189919     -0.00108940      0.24768409      0.00344191      0.25457236     -0.03510156      0.05664117     -0.00738384      0.69198551      0.57572055     -0.10967872      0.20714986     -0.06294081     -0.00555797     -0.00046279      0.00016791     -0.00096381     -0.00033518      0.00095223      0.00007102      0.00029470      0.00050144     -0.00019592     -0.00019757     -0.00040803      0.00024810     -0.00115375     -0.00071683      0.00009635     -0.00042004     -0.00011743     -0.00001770      0.00004615     -0.00004606     -0.00007227      0.00016972     -0.00000041
      0.00919843     -0.12626473     -0.02067516      0.12158847      0.04848094     -0.15660030      0.00574579      0.00201917     -0.00730612     -0.00324106     -0.00200711     -0.02271519     -0.17319101      0.00168874     -0.00131552      0.00105169     -0.00000762     -0.00009561      0.00904681      0.01235846      0.00188712     -0.05770603     -0.00079211     -0.00718641     -0.01238537      0.01268787      0.00547708     -0.14292430     -0.10014567      0.10368979     -0.07448990      0.01128820     -0.02567813     -0.04644324      0.04101876      0.12479958      0.57131507     -0.06595100     -0.68135976     -0.21256153      0.01245917      0.00186788
