     -0.01579021     -0.00154659     -0.00277809      0.00181631      0.00198596      0.00372853     -0.00160711      0.00227610      0.00000385     -0.00769147     -0.00714477     -0.02664741     -0.00450666     -0.00084038      0.06252432      0.00006231      0.17684417     -0.15662136     -0.04731995      0.53337048     -0.67042507      0.34662163      0.02046907     -0.28689606      0.00296058      0.00087585     -0.00430836     -0.00395543     -0.00165573      0.00301679     -0.00063431      0.00253038     -0.00086993      0.00139165     -0.00044915      0.00159589     -0.00011227      0.00009370     -0.00007093      0.00228265     -0.00264107      0.00111672      0.00137287     -0.00048831     -0.00037583     -0.00151462      0.00029912      0.00000954     -0.00001552      0.00057667     -0.00160445      0.00004445     -0.00000273     -0.00007588      0.00005991     -0.00008527     -0.00001214      0.00011683      0.00000960     -0.00002753      0.00006640     -0.00034608      0.00016975
     -0.06538472     -0.00235464     -0.00360959      0.00192471      0.00570767     -0.00020269      0.00564530      0.00395586     -0.00837560      0.00187243     -0.01046526      0.03142661      0.00715810     -0.01396932     -0.98450399     -0.03508537     -0.04005111      0.10772492      0.00109204      0.06755218     -0.06496027     -0.01472890     -0.00481159     -0.03800557     -0.00181024      0.00268266     -0.00239268     -0.00128757     -0.00216758      0.00261516      0.00114132     -0.00273774      0.00118705     -0.00014936     -0.00006846     -0.00055991     -0.00028552     -0.00099182      0.00012485      0.00033503     -0.00045564      0.00043990      0.00012879     -0.00032485     -0.00009694     -0.00255774     -0.00019635      0.00005052      0.00003378      0.00014781      0.00024281     -0.00000143      0.00000154     -0.00002838      0.00004553     -0.00003554     -0.00000979     -0.00001952      0.00002033      0.00001878      0.00000719     -0.00009896      0.00045321
     -0.01557941     -0.00136732     -0.00216463     -0.00313449      0.01298806     -0.00094678      0.00714738      0.00423716     -0.00853023     -0.03115447     -0.02518915     -0.06849273     -0.00805297     -0.02047382      0.08183080     -0.02584024     -0.91113110      0.28177485      0.02447512     -0.00576805     -0.14777367      0.15786517      0.00880759     -0.16618991      0.00155068      0.00433448     -0.01552561     -0.00698492     -0.00527107      0.01589422      0.00117635     -0.00285287     -0.00112082      0.00061936     -0.00042799     -0.00078212     -0.00019885     -0.00209436      0.00080965     -0.00021305     -0.00021772      0.00078787      0.00034443     -0.00038016      0.00018503      0.00023681      0.00084140     -0.00057050     -0.00000898      0.00023590     -0.00530185      0.00015801      0.00002601     -0.00000441      0.00006738     -0.00006150     -0.00006167      0.00002261     -0.00008642      0.00007481      0.00014166     -0.00105041      0.00092070
     -0.14988162      0.01434409     -0.00089385      0.02051869      0.00214094      0.00982408     -0.02716273      0.00755087      0.04278034      0.02061837     -0.00256527      0.68320472      0.07083363     -0.00950709      0.07878655     -0.00251485     -0.08772958      0.14811993      0.01762181      0.16781118     -0.32742228     -0.46352341     -0.00762555      0.33916186      0.00601420     -0.00846127      0.01138507      0.00430372      0.00130264     -0.00974216      0.00116016      0.00113112      0.00027887     -0.00032494      0.00061666      0.00016473      0.00385208      0.00264887     -0.00016966     -0.00229223      0.00016501     -0.00148763      0.00142590      0.00066382      0.00153771      0.00143604      0.00040469     -0.00065654     -0.00008299      0.00180629      0.00288207     -0.00027658     -0.00022162     -0.00003176     -0.00004679      0.00002132     -0.00017628      0.00037766     -0.00025280     -0.00021772     -0.00013013      0.00026612      0.00012237
      0.13101153     -0.02612791     -0.00214709     -0.01943292      0.00070749     -0.01038427      0.02432198     -0.00799477     -0.04056484     -0.01974783      0.02324888     -0.63541563     -0.06672371      0.00271727     -0.00255842     -0.00988424      0.01860252      0.08962964      0.01916427     -0.14813863     -0.48193530     -0.46935400     -0.01515710      0.29354872     -0.00149998     -0.00011712      0.01252069      0.00647431      0.00060415     -0.01240793     -0.00065909      0.00088751      0.00119982      0.00084690      0.00215148      0.00274168      0.00339626      0.00347660     -0.00195794     -0.00386894     -0.00342828     -0.00250223      0.00352523     -0.00031212     -0.00190015      0.00035510     -0.00006768      0.00035847     -0.00071917     -0.00238628      0.00336647     -0.00035028     -0.00014218     -0.00001021      0.00009371      0.00043859      0.00040792     -0.00105092      0.00058092      0.00025825     -0.00020002      0.00024178      0.00018104
     -0.05091689     -0.00733661      0.00045614      0.01116128     -0.00216733     -0.00179641     -0.01094547      0.00002866      0.00953500     -0.00664250      0.00318823      0.24711358      0.02872107     -0.00243114     -0.04056602      0.02737770      0.03623512     -0.24773920      0.01844743     -0.79667887     -0.41613862      0.16317081     -0.00780426     -0.18672417      0.00038382      0.01042767      0.00082712      0.00165438     -0.00278488     -0.00390286     -0.00129866     -0.00228671     -0.00009274      0.00266236      0.00116295      0.00263437      0.00043102      0.00068450     -0.00172821     -0.00314291     -0.00364806     -0.00070969      0.00427946     -0.00168986     -0.00049761     -0.00076285      0.00176788     -0.00178479      0.00040190      0.00085814     -0.00068817     -0.00008439      0.00000558      0.00032863      0.00010976      0.00032726      0.00039325     -0.00110506      0.00058407     -0.00032511     -0.00002884     -0.00029123     -0.00005947
      0.81770890      0.02275183      0.03857627     -0.08052917      0.00946048      0.01147701      0.01157967     -0.00540097      0.00959082      0.00469929     -0.00211671      0.15786236      0.01866443     -0.00134009     -0.08434403      0.00531607     -0.13531178     -0.23837422     -0.01148414      0.03907305     -0.03220899      0.23171916      0.01074021      0.39752478     -0.00002965     -0.00614482      0.01015793      0.00594272      0.00336842     -0.00897176      0.00032653      0.00027868      0.00022687     -0.00061893      0.00072437     -0.00103525      0.00050636      0.00118688     -0.00037264     -0.00058439      0.00130243     -0.00063409     -0.00015358      0.00106553      0.00021613      0.00108558      0.00000781      0.00042447      0.00043263     -0.00044444      0.00228746     -0.00008909     -0.00004152      0.00010049     -0.00009240      0.00010635      0.00010076     -0.00003667      0.00004833     -0.00016523     -0.00003031      0.00029432      0.00010919
      0.47502182      0.01320499      0.02057859     -0.04538306      0.00620895      0.01062358      0.00768853     -0.00130818      0.00554988      0.00278622     -0.01093813      0.11450476      0.01206393     -0.00197192      0.00936997      0.00218582      0.02932928      0.03900697      0.00655003      0.03110519      0.04421061     -0.50908508     -0.02796758     -0.70146040     -0.00271769      0.01186909     -0.01295364     -0.00904149     -0.00773462      0.01155677      0.00107738     -0.00310997     -0.00061962      0.00095680      0.00006904      0.00058245      0.00057742     -0.00095618      0.00009249      0.00003240     -0.00242100      0.00137745      0.00075190     -0.00099478     -0.00065469     -0.00119624     -0.00010743     -0.00031183     -0.00058581      0.00054475     -0.00357421      0.00007814     -0.00004819     -0.00005318      0.00003050     -0.00013107     -0.00009553      0.00002879     -0.00016006     -0.00007127      0.00005095     -0.00024513      0.00000896
      0.21454739      0.00964683      0.00879392     -0.01724629     -0.00198509      0.00658783     -0.00970254      0.00057768      0.01215465     -0.00469998      0.00458895      0.07216919      0.00589610      0.00138413      0.06057615     -0.02516999      0.32513570      0.85412573      0.03876241     -0.14269769     -0.09019743      0.27808785      0.02935305      0.00610276      0.00446232     -0.00219517     -0.00529027     -0.00269124     -0.00005028      0.00795737     -0.00016156      0.00155624     -0.00157353      0.00109547      0.00030623      0.00021834     -0.00022743      0.00018398      0.00011583      0.00202716     -0.00180023      0.00097394      0.00074704      0.00002189      0.00048089     -0.00145767      0.00148659     -0.00044836     -0.00023331      0.00050039     -0.00075902      0.00010233      0.00013254      0.00003496      0.00000654     -0.00005008     -0.00004486      0.00010234     -0.00004594     -0.00011107      0.00017905     -0.00025572     -0.00031927
     -0.01106586     -0.04119629      0.03396137     -0.09747493     -0.06207980      0.09946224      0.04669762      0.11868196      0.05438726     -0.01668384     -0.00316533      0.00411458     -0.05728790      0.09550549     -0.00235818      0.02743889     -0.00273508      0.00249461     -0.05340760     -0.00171049      0.00080244     -0.00271715      0.02729350      0.00357031      0.24897609      0.23182451      0.10399653     -0.17388494      0.08118220      0.03016790     -0.11763057     -0.04078788     -0.01702397     -0.12273113      0.04464800     -0.13673437     -0.13986340      0.24929306      0.15060448     -0.18972959     -0.14402528      0.27900197     -0.19551227      0.00454266     -0.01861767      0.00882007      0.22232114     -0.15943111     -0.01132418     -0.08066598      0.00385290      0.00380102     -0.12676146     -0.06962649      0.05684055      0.07138366      0.37657662     -0.10875780     -0.41823713     -0.03105115      0.06070295      0.00461611      0.00045588
