      0.00696295     -0.00938014     -0.00031848     -0.02559084     -0.00456266      0.00047503     -0.15979285      0.00647845     -0.01387153      0.19443645      0.92197423      0.06255446     -0.28550685     -0.01225049     -0.00021334
     -0.00067850     -0.00504380      0.06557941      0.02812694     -0.00940967      0.68453471      0.68021273     -0.19220104      0.00547562     -0.08305444      0.12448341     -0.04059937     -0.05001117      0.00133541     -0.00023627
      0.00276474      0.00028923     -0.02493939     -0.07393085     -0.07200160     -0.68093079      0.65405140      0.07431298      0.08331631     -0.22404336      0.11229467      0.04016681     -0.14277509     -0.00154755     -0.00052720
     -0.00458937     -0.03358946      0.31409576      0.63985400      0.10585245     -0.15460209      0.02184779     -0.14746010      0.04906664     -0.03033339      0.19113720     -0.46762749      0.41542222      0.04837997      0.00049551
      0.01939628     -0.00328161     -0.22535536     -0.51787293     -0.03798908      0.07415593     -0.00181031      0.32926514     -0.10767781     -0.22068232      0.19479755     -0.53722515      0.42174366      0.02348995      0.00170183
     -0.01689627      0.03807680      0.11228334      0.35031668      0.12472620      0.17182445     -0.01191638      0.81434809     -0.01687394     -0.32330733      0.00756734      0.12818601     -0.17428760     -0.05357229      0.00168431
     -0.00379548      0.00991975     -0.82057400      0.35544239      0.02877769      0.01492507      0.06869012     -0.01576154      0.01278889      0.01226883      0.10181546      0.27742047      0.32620971      0.01153668      0.00030131
      0.00230199     -0.00370741     -0.39616500      0.18941492      0.00881900      0.01018925     -0.07567223     -0.10619125      0.00105560     -0.08362152     -0.14589756     -0.59846793     -0.63485179     -0.02216254     -0.00041219
      0.00285388     -0.00571087      0.03190274     -0.02424872      0.00963774      0.02654409     -0.25343425     -0.37940509     -0.04817212     -0.86051941      0.12218161      0.17724096     -0.01467523     -0.00254485     -0.00028993
      0.72617822     -0.37931927     -0.00473078     -0.00498004      0.07560936      0.00630196     -0.00122786      0.01208332      0.08795347     -0.00238467     -0.01022005      0.01375320     -0.00060556     -0.12358933      0.54728522
     -0.44185047     -0.56030893      0.00554424      0.06828517     -0.52405455      0.03252451     -0.03224661      0.06551783      0.01037919     -0.02340859     -0.00461704      0.01137306     -0.01263765      0.30280418      0.33533354
      0.35685697      0.13998318     -0.00245032      0.00701128     -0.32639058      0.06761429     -0.06780391      0.06175477      0.60853065     -0.04458671      0.00873415     -0.00782901     -0.00697908      0.51111462     -0.31585939
      0.36063026     -0.25871571      0.02582212      0.11832553     -0.41677847     -0.02030706      0.02127740      0.01862145     -0.56823584      0.01495934     -0.01637305      0.02027803     -0.00438814     -0.09436659     -0.52981958
     -0.13584804     -0.41895216     -0.01626012     -0.04545868     -0.01504309      0.03402322     -0.03699665      0.00844179      0.52190102     -0.02064596      0.00928607     -0.02422596      0.04877085     -0.64132684     -0.33721039
      0.02846730      0.52656778      0.02705654      0.09566286     -0.63615384      0.02345928     -0.03517541      0.00529622      0.05136391     -0.01114297      0.01354053     -0.03448260      0.05008914     -0.45281850      0.30632795
