      0.00002999      0.00764940     -0.00242404      0.01702844      0.00553691     -0.00299240      0.00554432      0.00630990      0.03083245      0.11921070     -0.10149841      0.01283507     -0.41500373     -0.23255633      0.80281198      0.17124291      0.00761552     -0.27122432     -0.00634373      0.00220418     -0.00829873     -0.00035826      0.00120008     -0.00065565     -0.00075517      0.00126605      0.00195358      0.00326186     -0.00091564     -0.00331679      0.00003665      0.00025284     -0.00018616      0.00007584      0.00025259     -0.00004948
     -0.01025700     -0.00843785      0.00784395     -0.05166641     -0.01780199     -0.01163782      0.00920309     -0.00735620      0.15008322     -0.93682300      0.00385199      0.00502952     -0.30600133      0.01227014     -0.01364106     -0.04604224     -0.00439504     -0.01124160     -0.00457708      0.00120251     -0.00420121      0.00043290      0.00137235     -0.00212102      0.00031565      0.00199593      0.00006263      0.00106793     -0.00229916     -0.00163555      0.00011129      0.00039674     -0.00005587     -0.00002111      0.00017860      0.00011624
     -0.00255591      0.00075877     -0.02037555      0.03443462      0.00928160     -0.00596761      0.00784508     -0.01655256      0.06945205     -0.25586534      0.19658663     -0.03051175      0.78898856      0.17317003      0.42290330      0.13276510     -0.00719909     -0.19726388     -0.00273630      0.00227112     -0.00685711      0.00643038      0.00016671      0.00188906     -0.00236878     -0.00312793      0.00116422     -0.00377540      0.00038747     -0.00076970     -0.00029458     -0.00070007     -0.00036088     -0.00021310     -0.00022299      0.00040656
     -0.01240256     -0.00086071      0.08310309     -0.60317778     -0.21319971     -0.04203828      0.00021667     -0.00813585     -0.13448604      0.02584912      0.13248379      0.01404923      0.02621207      0.06435477      0.31551194     -0.51742151      0.00381546      0.41601270      0.00673710     -0.00248793      0.00826066     -0.00301505     -0.00085871     -0.00018793      0.00064242      0.00015795     -0.00120299     -0.00004206     -0.00117463      0.00292189      0.00000286      0.00012675      0.00047185     -0.00000386     -0.00010688      0.00014490
      0.01433207     -0.00220894     -0.07631013      0.55466378      0.19865901      0.04571847     -0.01374044      0.00334825      0.11858397     -0.01562518     -0.44376460     -0.05521971      0.04439672      0.24910292      0.23282403     -0.44820002      0.00070293      0.33335491      0.00159416     -0.00208899      0.00321298     -0.00309650     -0.00094401     -0.00021219      0.00186919      0.00030417     -0.00194079      0.00077687     -0.00008665      0.00100468      0.00003847      0.00007045      0.00012807      0.00001700     -0.00009874      0.00023982
     -0.00312134     -0.00001187      0.06072211     -0.39228697     -0.14470979     -0.03314235      0.00279896      0.01358006     -0.10672482     -0.03200327     -0.79510602     -0.10529923      0.10258608      0.27164218     -0.05706519      0.19594341      0.00932306     -0.19507758     -0.01290915      0.00035321     -0.01384728     -0.00161068     -0.00184225      0.00152952     -0.00156493      0.00062294      0.00068788      0.00007977      0.00120987     -0.00287750     -0.00006193      0.00001204     -0.00068915      0.00011326      0.00008131     -0.00054957
      0.00736569      0.00647155     -0.02795940      0.15248142      0.05290519      0.00898377     -0.02357840      0.06616142     -0.76423437     -0.17596418     -0.04929370     -0.02023039      0.05008865     -0.16646618      0.09285151      0.35522476      0.00136236      0.43021240      0.00499467     -0.00107541      0.00693066     -0.00130463      0.00184831     -0.00201463      0.00001475      0.00112098     -0.00147666     -0.00019795     -0.00117916      0.00174869      0.00004770      0.00011714      0.00011058      0.00020118     -0.00036403      0.00006109
      0.00471430      0.00443602     -0.01831812      0.10542358      0.03530752      0.00534359     -0.00490677      0.04703372     -0.55238656     -0.06291624      0.02424614      0.00017376      0.00530139     -0.05001329     -0.07340993     -0.53928909     -0.00406279     -0.61326618     -0.01253749      0.00472706     -0.01486631     -0.00245232     -0.00413165      0.00109191     -0.00319833      0.00126204      0.00135633     -0.00212388      0.00110128     -0.00350869     -0.00009676     -0.00005030     -0.00030980     -0.00003912     -0.00005665      0.00009218
      0.00450165      0.00040745     -0.00432249      0.04091023      0.01751542      0.01592670     -0.00750762      0.02261340     -0.17713568      0.07077305      0.28889751      0.09089300     -0.29973859      0.86241381      0.07253925      0.16353417      0.02703949     -0.05178758      0.00264275      0.00027877     -0.00036528      0.00194604      0.00274176     -0.00256615     -0.00006269     -0.00084006      0.00180765      0.00042350     -0.00058069      0.00003002     -0.00005124     -0.00010724     -0.00005617     -0.00058026      0.00078049     -0.00027228
     -0.13391212      0.07869856     -0.07723572      0.01858369     -0.06714809     -0.05770129     -0.15343575     -0.07590002     -0.00434818      0.00440063      0.02160340     -0.18228800     -0.01812779      0.01094148      0.00045370      0.00054716     -0.15324345     -0.00566879      0.05893914     -0.06762963      0.14435340      0.10893308      0.04893983      0.01332160      0.03247359     -0.04098536     -0.14690009      0.08797856      0.13699261     -0.15728825      0.01769739      0.03357841     -0.67757351      0.03168600     -0.04899320     -0.54026582
